Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
4225,Battlefield 2,PC,2005,Shooter,Electronic Arts,0,0.07,0,0.02,0.08
4226,Frantix,PSP,2005,Puzzle,Ubisoft,0.08,0,0,0.01,0.08
4227,Sega GT Online,XB,2003,Racing,Sega,0.06,0.02,0,0,0.08
4228,Derby Tsuku: Derby Uma o Tsukurou!,DC,2000,Sports,Sega,0,0,0.08,0,0.08
4229,ZhuZhu Babies,DS,2011,Simulation,Activision,0.07,0.01,0,0.01,0.08
4230,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,GBA,2005,Adventure,Activision,0.06,0.02,0,0,0.08
4231,S.C.A.R.S,PS,1998,Racing,Ubisoft,0.05,0.03,0,0.01,0.08
4232,From Russia With Love,PSP,2006,Action,Electronic Arts,0.07,0.01,0,0.01,0.08
4233,Monster Jam: Path of Destruction,PSP,2010,Racing,Activision,0.07,0,0,0.01,0.08
4234,Captain America: Super Soldier,3DS,2011,Action,Sega,0.05,0.02,0,0.01,0.08
4235,Major League Baseball 2K12,DS,2012,Sports,Take-Two Interactive,0.08,0,0,0.01,0.08
4236,Sports Collection,DS,2010,Sports,Ubisoft,0.06,0.01,0,0.01,0.08
4237,Disney's Donald Duck: Goin' Quackers,PS2,2000,Platform,Ubisoft,0.04,0.03,0,0.01,0.08
4238,NHL 2K7,X360,2006,Sports,Take-Two Interactive,0.07,0,0,0.01,0.08
4239,Miami Nights: Singles in the City,DS,2008,Simulation,Ubisoft,0.08,0,0,0.01,0.08
4240,Aliens versus Predator: Extinction,XB,2003,Strategy,Electronic Arts,0.06,0.02,0,0,0.08
4241,FIFA Street 2,XB,2006,Sports,Electronic Arts,0.06,0.02,0,0,0.08
4242,Blazing Angels: Squadrons of WWII,XB,2006,Simulation,Ubisoft,0.06,0.02,0,0,0.08
4243,LEGO Soccer Mania,PS2,2002,Sports,Electronic Arts,0.04,0.03,0,0.01,0.08
4244,Petz: Dogz Family,PSP,2009,Simulation,Ubisoft,0.05,0.02,0,0.01,0.08
4245,Godzilla Generations,DC,1998,Action,Sega,0,0,0.08,0,0.08
4246,Super Monkey Ball Adventure,PSP,2006,Platform,Sega,0.05,0.02,0,0.01,0.08
4247,Pimp My Ride: Street Racing,PS2,2009,Racing,Activision,0.04,0.03,0,0.01,0.08
4248,Exit,PSP,2005,Puzzle,Ubisoft,0.07,0,0,0.01,0.08
4249,The Sims 2: Ikea Home Stuff,PC,2008,Simulation,Electronic Arts,0,0.07,0,0.02,0.08
4250,FIFA Soccer 2005,GBA,2004,Sports,Electronic Arts,0.06,0.02,0,0,0.08
4251,NHL 06,GC,2005,Sports,Electronic Arts,0.06,0.02,0,0,0.08
4252,Major League Baseball 2K11,PC,2011,Sports,Take-Two Interactive,0.06,0.01,0,0.01,0.08
4253,Initial D: Extreme Stage,PS3,2008,Racing,Sega,0,0,0.08,0,0.08
4254,My English Coach: Para Hispanoparlantes,DS,2009,Misc,Ubisoft,0.08,0,0,0.01,0.08
4255,Crush,PSP,2007,Puzzle,Sega,0.07,0,0,0.01,0.08
4256,Fatal Frame III: The Tormented,PS2,2005,Action,Take-Two Interactive,0.04,0.03,0,0.01,0.08
4257,Zero: Tsukihami no Kamen,Wii,N/A,Action,Nintendo,0,0,0.08,0,0.08
4258,Seven Samurai 20XX,PS2,2004,Action,Sega,0.04,0.03,0,0.01,0.08
4259,10 Minute Solution,Wii,2010,Sports,Activision,0.06,0.01,0,0.01,0.08
4260,Cloudy With a Chance of Meatballs,PSP,2009,Platform,Ubisoft,0.07,0,0,0.01,0.08
4261,Tom Clancy's Splinter Cell: Pandora Tomorrow,GC,2004,Action,Ubisoft,0.06,0.02,0,0,0.08
4262,Petz Fantasy: Sunshine Magic,DS,2010,Simulation,Ubisoft,0.07,0,0,0,0.08
4263,C.O.P.: The Recruit,DS,2009,Action,Ubisoft,0.05,0.02,0,0.01,0.08
4264,FIFA Soccer 2003,GC,2002,Sports,Electronic Arts,0.06,0.02,0,0,0.08
4265,Little League World Series Baseball: Double Play,DS,2010,Sports,Activision,0.08,0,0,0.01,0.08
4266,Diego's Build & Rescue,DS,2010,Action,Take-Two Interactive,0.07,0,0,0.01,0.08
4267,Far Cry Vengeance,Wii,2006,Shooter,Ubisoft,0.06,0.01,0,0.01,0.08
4268,NASCAR The Game: Inside Line,PS3,2012,Racing,Activision,0.07,0,0,0.01,0.08
4269,Smuggler's Run: Warzones,GC,2002,Misc,Take-Two Interactive,0.06,0.02,0,0,0.08
4270,The Legend of Alon D'ar,PS2,2001,Role-Playing,Ubisoft,0.04,0.03,0,0.01,0.08
4271,The Sims 3: Fast Lane Stuff,PC,2010,Simulation,Electronic Arts,0.01,0.05,0,0.02,0.08
4272,The Space Bar,SAT,1996,Adventure,Sega,0,0,0.08,0,0.08
4273,Tony Hawk's Pro Skater 3,N64,2002,Sports,Activision,0.06,0.02,0,0,0.08
4274,Harry Potter and the Sorcerer's Stone,GC,2003,Action,Electronic Arts,0.06,0.02,0,0,0.08
4275,TimeSplitters: Future Perfect,GC,2005,Shooter,Electronic Arts,0.06,0.02,0,0,0.08
4276,Cabela's North American Adventures,PS2,2010,Sports,Activision,0.04,0.03,0,0.01,0.08
4277,Famicom Mini: SD Gundam World Gachapon Senshi - Scramble Wars,GBA,2004,Strategy,Nintendo,0,0,0.08,0,0.08
4278,Silent Hunter III,PC,2005,Simulation,Ubisoft,0,0.07,0,0.01,0.08
4279,Famicom Mini: Star Soldier,GBA,2004,Shooter,Nintendo,0,0,0.08,0,0.08
4280,Puzzler Mind Gym 3D,3DS,2011,Puzzle,Ubisoft,0.07,0,0,0,0.08
4281,World Series of Poker 2008: Battle for the Bracelets,X360,2007,Misc,Activision,0.06,0.01,0,0.01,0.08
4282,Yuu Yuu Hakusho: Makyo Toitsusen,GEN,1994,Fighting,Sega,0,0,0.08,0,0.08
4283,Little League World Series Baseball 2010,PS3,2010,Sports,Activision,0.07,0,0,0.01,0.08
4284,Wordfish,DS,2008,Puzzle,Ubisoft,0.07,0,0,0.01,0.08
4285,BioShock The Collection,XOne,2016,Shooter,Take-Two Interactive,0.03,0.04,0,0.01,0.08
4286,Just Dance: Disney Party 2,WiiU,2015,Action,Ubisoft,0.06,0.01,0,0.01,0.08
4287,Madden NFL 17,X360,2016,Sports,Electronic Arts,0.06,0.01,0,0.01,0.08
4288,The Voice,X360,2014,Action,Activision,0.07,0,0,0.01,0.08
4289,Need For Speed: Undercover,PC,2008,Racing,Electronic Arts,0,0.07,0,0.01,0.08
4290,Evolution Worlds,GC,2002,Role-Playing,Ubisoft,0.06,0.02,0,0,0.08
4291,Rapala Pro Bass Fishing 2010,PS2,2010,Sports,Activision,0.04,0.03,0,0.01,0.08
4292,Assassin's Creed Chronicles,PS4,2016,Action,Ubisoft,0.01,0.05,0.01,0.01,0.08
4293,Alien Syndrome,PSP,2007,Role-Playing,Sega,0.07,0,0,0.01,0.08
4294,Rayman Origins,PC,2012,Platform,Ubisoft,0,0.06,0,0.01,0.08
4295,LEGO Soccer Mania,GBA,2002,Sports,Electronic Arts,0.06,0.02,0,0,0.08
4296,Gunblade NY & L.A. Machineguns Arcade Hits Pack,Wii,2010,Shooter,Sega,0.06,0.01,0,0.01,0.08
4297,Imagine: My Restaurant,DS,2009,Simulation,Ubisoft,0,0.07,0,0.01,0.08
4298,Phantasy Star Online Episode III: C.A.R.D. Revolution,GC,2003,Role-Playing,Sega,0.06,0.02,0,0,0.08
4299,Cosmic Family,Wii,2007,Misc,Ubisoft,0.07,0,0,0.01,0.08
4300,Auto Destruct,PS,1998,Action,Electronic Arts,0.04,0.03,0,0.01,0.08
4301,GOTHA: Ismailia Seneki,SAT,1995,Strategy,Sega,0,0,0.08,0,0.08
4302,MLB Front Office Manager,PS3,2009,Sports,Take-Two Interactive,0.07,0,0,0.01,0.08
4303,Ultimate Fighting Championship: Throwdown,GC,2002,Fighting,Ubisoft,0.06,0.02,0,0,0.08
4304,Deep Fear,SAT,1998,Adventure,Sega,0,0,0.08,0,0.08
4305,The Dukes of Hazzard: Return of the General Lee,XB,2004,Racing,Ubisoft,0.06,0.02,0,0,0.08
4306,Dragon Slayer: The Legend of Heroes,GEN,1994,Role-Playing,Sega,0,0,0.08,0,0.08
4307,Family Game Night 4: The Game Show,X360,2011,Misc,Electronic Arts,0.07,0,0,0.01,0.08
4308,Madden NFL 08,GC,2007,Sports,Electronic Arts,0.06,0.02,0,0,0.08
4309,"Ni Hao, Kai-lan: Super Game Day",PS2,2009,Misc,Take-Two Interactive,0.04,0.03,0,0.01,0.08
4310,Pitfall: The Lost Expedition,GC,2004,Platform,Activision,0.06,0.02,0,0,0.08
4311,Need for Speed Underground 2,PC,2004,Racing,Electronic Arts,0,0.06,0,0.01,0.08
4312,Dragon Force II: Kamisarishi Daichi ni,SAT,1998,Strategy,Sega,0,0,0.08,0,0.08
4313,Monkey Hero,PS,1998,Action,Take-Two Interactive,0.04,0.03,0,0,0.08
4314,Need for Speed: Most Wanted,PC,2012,Racing,Electronic Arts,0,0.06,0,0.02,0.08
4315,The Lord of the Rings: The Battle for Middle-Earth,PC,2004,Strategy,Electronic Arts,0.01,0.06,0,0.01,0.08
4316,Open Season,PSP,2006,Platform,Ubisoft,0.07,0,0,0.01,0.08
4317,Brothers in Arms: Furious 4,PS3,2012,Shooter,Ubisoft,0.01,0.05,0,0.02,0.08
4318,Minna no Joushiki Ryoku TV,Wii,2008,Misc,Nintendo,0,0,0.08,0,0.08
4319,Madden NFL 17,PS3,2016,Sports,Electronic Arts,0.05,0.01,0,0.01,0.08
4320,Mind Quiz: Your Brain Coach,DS,2006,Misc,Ubisoft,0,0,0.08,0,0.08
4321,WRC 2: FIA World Rally Championship,X360,2011,Racing,Ubisoft,0,0.06,0,0.01,0.08
4322,Far Cry Instincts Evolution,XB,2006,Shooter,Ubisoft,0.06,0.02,0,0,0.08
4323,Disaster: Day of Crisis,Wii,2008,Action,Nintendo,0,0.03,0.04,0,0.08
4324,SCORE International Baja 1000: The Official Game,PS3,2008,Racing,Activision,0.07,0,0,0.01,0.08
4325,My Fun Facts Coach,DS,2008,Misc,Ubisoft,0.07,0,0,0.01,0.08
4326,Superman Returns,DS,2006,Action,Electronic Arts,0.07,0,0,0.01,0.08
4327,Kung Fu Panda: Legendary Warriors,Wii,2008,Action,Activision,0.07,0,0,0,0.08
4328,Gale Racer,SAT,1994,Racing,Sega,0,0,0.07,0,0.07
4329,Formula One World Championship: Beyond the Limit,SCD,1994,Racing,Sega,0,0,0.07,0,0.07
4330,Sony Computer Science Kenkyuujo Mogi Kenichirou Hakase Kanshuu: Nou ni Kaikan Aha Taiken!,PSP,2006,Misc,Sega,0,0,0.07,0,0.07
4331,The History Channel: Battle for the Pacific,PS3,2008,Shooter,Activision,0.07,0,0,0.01,0.07
4332,Famicom Mini: Hikari Shinwa: Palutena no Kagami,GBA,2004,Platform,Nintendo,0,0,0.07,0,0.07
4333,Rayman 3: Hoodlum Havoc,XB,2003,Platform,Ubisoft,0.06,0.02,0,0,0.07
4334,Generator Rex: Agent of Providence,PS3,2011,Action,Activision,0.05,0.01,0,0.01,0.07
4335,And1 Streetball,XB,2006,Action,Ubisoft,0.06,0.02,0,0,0.07
4336,Gladius,GC,2003,Strategy,Activision,0.06,0.01,0,0,0.07
4337,Soccer Tsuku: Pro Soccer Club o Tsukurou!,PSV,2013,Sports,Sega,0,0,0.07,0,0.07
4338,The Rub Rabbits!,DS,2005,Puzzle,Sega,0.03,0,0.04,0,0.07
4339,The Sims 3: Barnacle Bay,PC,2011,Simulation,Electronic Arts,0.07,0,0,0.01,0.07
4340,Hero Bank,3DS,2014,Role-Playing,Sega,0,0,0.07,0,0.07
4341,ZhuZhu Pets: Quest for Zhu,DS,2011,Misc,Activision,0.07,0,0,0.01,0.07
4342,SimCity 4: Deluxe Edition,PC,2003,Simulation,Electronic Arts,0,0.06,0,0.01,0.07
4343,CSI: Dark Motives,DS,2007,Adventure,Ubisoft,0.05,0.01,0,0.01,0.07
4344,OK! Puzzle Stars,DS,2010,Puzzle,Ubisoft,0,0.06,0,0.01,0.07
4345,Hang On GP,SAT,1995,Racing,Sega,0,0,0.07,0,0.07
4346,Aero Elite: Combat Academy,PS2,2002,Simulation,Sega,0.04,0.03,0,0.01,0.07
4347,Beyond Good & Evil,GC,2003,Adventure,Ubisoft,0.06,0.01,0,0,0.07
4348,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,2016,Action,Activision,0.04,0.02,0,0.01,0.07
4349,Mucha Lucha! Mascaritas of the Lost Code,GBA,2003,Fighting,Ubisoft,0.05,0.02,0,0,0.07
4350,Blood Drive,PS3,2010,Racing,Activision,0.07,0,0,0,0.07
4351,Just Dance: Disney Party 2,X360,2015,Action,Ubisoft,0.05,0.01,0,0.01,0.07
4352,Rugby World Cup 2015,PS3,2015,Sports,Ubisoft,0,0.06,0,0.01,0.07
4353,Petz Fantasy 3D,3DS,2011,Simulation,Ubisoft,0.07,0,0,0,0.07
4354,Viewpoint,PS,1995,Shooter,Electronic Arts,0.04,0.03,0,0,0.07
4355,Disney's Donald Duck Advance,GBA,2001,Platform,Ubisoft,0.05,0.02,0,0,0.07
4356,Mega Man Battle Network 5: Double Team DS (US sales),DS,2005,Role-Playing,Nintendo,0.07,0,0,0,0.07
4357,Tom Clancy's Ghost Recon 2,GC,2005,Shooter,Ubisoft,0.06,0.01,0,0,0.07
4358,DS Uranai Seikatsu,DS,2009,Misc,Nintendo,0,0,0.07,0,0.07
4359,Pitfall: The Lost Expedition,GBA,2003,Platform,Activision,0.05,0.02,0,0,0.07
4360,Tom Clancy's Splinter Cell: Chaos Theory,DS,2005,Action,Ubisoft,0.06,0,0,0.01,0.07
4361,Alexi Lalas International Soccer,PS,1998,Sports,Take-Two Interactive,0.04,0.03,0,0,0.07
4362,NCAA College Football 2K3,GC,2002,Sports,Sega,0.05,0.01,0,0,0.07
4363,Make 10: A Journey of Numbers,DS,2007,Puzzle,Nintendo,0,0,0.07,0,0.07
4364,Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,N64,2000,Sports,Nintendo,0,0,0.07,0,0.07
4365,Famicom Mini: Nazo no Murasame-Jou,GBA,2004,Action,Nintendo,0,0,0.07,0,0.07
4366,Ecco: The Tides of Time,GEN,1993,Adventure,Sega,0,0,0.07,0,0.07
4367,Open Season,Wii,2006,Platform,Ubisoft,0.06,0,0,0.01,0.07
4368,Football Manager 2010,PC,2009,Sports,Sega,0,0.06,0,0.01,0.07
4369,Theme Park,DS,2007,Simulation,Electronic Arts,0,0.03,0.03,0,0.07
4370,Harry Potter and the Sorcerer's Stone,XB,2003,Action,Electronic Arts,0.05,0.02,0,0,0.07
4371,MLB Front Office Manager,X360,2009,Sports,Take-Two Interactive,0.06,0,0,0.01,0.07
4372,FIFA Soccer 2004,GC,2003,Sports,Electronic Arts,0.05,0.01,0,0,0.07
4373,The Sims 2: Seasons,PC,2007,Simulation,Electronic Arts,0.01,0.04,0,0.01,0.07
4374,Rayman 3: Hoodlum Havoc,GC,2003,Platform,Ubisoft,0.05,0.01,0,0,0.07
4375,NHL 2K9,Wii,2008,Sports,Take-Two Interactive,0.06,0,0,0.01,0.07
4376,Battleborn,PC,2016,Shooter,Take-Two Interactive,0.03,0.03,0,0.01,0.07
4377,Cut the Rope,3DS,2014,Puzzle,Activision,0.06,0,0,0.01,0.07
4378,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,GC,2005,Platform,Ubisoft,0.05,0.01,0,0,0.07
4379,Jake Power: Handyman,DS,2008,Adventure,Ubisoft,0.06,0,0,0,0.07
4380,Catwoman,GC,2004,Action,Electronic Arts,0.05,0.01,0,0,0.07
4381,Shrek's Carnival Craze Party Games,PS2,2008,Misc,Activision,0.03,0.03,0,0.01,0.07
4382,Assassin's Creed: Rogue,PC,2015,Action,Ubisoft,0.04,0.02,0,0.01,0.07
4383,Spartan: Total Warrior,GC,2005,Action,Sega,0.05,0.01,0,0,0.07
4384,Pitfall: The Lost Expedition,XB,2004,Platform,Activision,0.05,0.01,0,0,0.07
4385,Tournament of Legends,Wii,2010,Fighting,Sega,0.04,0.02,0,0.01,0.07
4386,San Goku Shi Taisen Ten,DS,2008,Strategy,Sega,0,0,0.07,0,0.07
4387,Generator Rex: Agent of Providence,DS,2011,Action,Activision,0.05,0.01,0,0.01,0.07
4388,Crazy Taxi 2,DC,2001,Racing,Sega,0,0,0.07,0,0.07
4389,Command & Conquer 3: Tiberium Wars,PC,2007,Strategy,Electronic Arts,0,0.06,0,0.01,0.07
4390,Famicom Mini: Wrecking Crew,GBA,2004,Puzzle,Nintendo,0,0,0.07,0,0.07
4391,Space Hulk: Vengeance of the Blood Angels,PS,1995,Shooter,Electronic Arts,0.04,0.03,0,0,0.07
4392,Toy Soldiers: War Chest,PS4,2015,Action,Ubisoft,0.06,0,0,0.01,0.07
4393,NHL 2005,GC,2004,Sports,Electronic Arts,0.05,0.01,0,0,0.07
4394,Moshi Monsters: Katsuma Unleashed,3DS,2013,Action,Activision,0.03,0.04,0,0,0.07
4395,Sudoku Fever,GBA,2006,Puzzle,Take-Two Interactive,0.05,0.02,0,0,0.07
4396,Just Dance: Disney Party 2,XOne,2015,Action,Ubisoft,0.05,0.01,0,0.01,0.07
4397,Sega Soccer Slam,GC,2002,Sports,Sega,0.05,0.01,0,0,0.07
4398,Mario Tennis,Wii,2010,Sports,Nintendo,0,0.06,0,0.01,0.07
4399,Secret Service: Ultimate Sacrifice,PS2,2008,Action,Activision,0.03,0.03,0,0.01,0.07
4400,Spawn: Armageddon,GC,2003,Action,Electronic Arts,0.05,0.01,0,0,0.07
4401,Tony Hawk's Pro Skater 5,X360,2015,Sports,Activision,0.06,0,0,0.01,0.07
4402,Transformer: Rise of the Dark Spark (3DS),3DS,2014,Role-Playing,Activision,0.05,0.01,0,0.01,0.07
4403,FIFA Soccer 06,GBA,2005,Sports,Electronic Arts,0.05,0.02,0,0,0.07
4404,James Bond 007: Blood Stone,DS,2010,Shooter,Activision,0.05,0.01,0,0,0.07
4405,Imagine: Gymnast,DS,2008,Simulation,Ubisoft,0.05,0.01,0,0,0.07
4406,Kanji Sonomama DS Rakubiki Jiten,DS,2006,Misc,Nintendo,0,0,0.07,0,0.07
4407,Prince of Persia: The Fallen King,DS,2008,Action,Ubisoft,0.06,0.01,0,0.01,0.07
4408,Batman: Rise of Sin Tzu,GBA,2003,Action,Ubisoft,0.05,0.02,0,0,0.07
4409,Major League Baseball 2K10,PSP,2010,Sports,Take-Two Interactive,0.06,0,0,0,0.07
4410,Rapala Pro Bass Fishing 2010,PSP,2010,Sports,Activision,0.06,0,0,0.01,0.07
4411,X-Men: The Official Game,GBA,2006,Action,Activision,0.05,0.02,0,0,0.07
4412,Transformer: Rise of the Dark Spark,WiiU,2014,Action,Activision,0.05,0.01,0,0.01,0.07
4413,Brain Quest: Grades 3 & 4,DS,2008,Misc,Electronic Arts,0.06,0,0,0.01,0.07
4414,Petz: Hamsterz Bunch,PSP,2009,Simulation,Ubisoft,0.06,0,0,0.01,0.07
4415,Doraemon: Nobita no Shin Makai Daibouken DS,DS,2007,Role-Playing,Sega,0,0,0.07,0,0.07
4416,Cabela's Big Game Hunter 2005 Adventures,GC,2004,Sports,Activision,0.05,0.01,0,0,0.07
4417,Worms 3D,GC,2003,Strategy,Sega,0.05,0.01,0,0,0.07
4418,Tokobot,PSP,2005,Platform,Take-Two Interactive,0.06,0,0,0.01,0.07
4419,Gunstar Super Heroes,GBA,2005,Shooter,Sega,0.05,0.02,0,0,0.07
4420,Worms Forts: Under Siege,XB,2004,Strategy,Sega,0.05,0.01,0,0,0.07
4421,Streets of Rage 3,GEN,1993,Action,Sega,0,0,0.07,0,0.07
4422,Hasbro Family Game Night Fun Pack,X360,2011,Misc,Electronic Arts,0.06,0,0,0,0.07
4423,Wings of War,XB,2004,Simulation,Take-Two Interactive,0.05,0.01,0,0,0.06
4424,Jam Sessions 2,DS,2009,Misc,Ubisoft,0.06,0,0,0,0.06
4425,Orcs & Elves,DS,2007,Role-Playing,Electronic Arts,0.06,0,0,0.01,0.06
4426,187: Ride or Die,XB,2005,Racing,Ubisoft,0.05,0.01,0,0,0.06
4427,Desert Strike Advance,GBA,2002,Simulation,Electronic Arts,0.05,0.02,0,0,0.06
4428,World Poker Tour,XB,2005,Misc,Take-Two Interactive,0.05,0.01,0,0,0.06
4429,Pirates: The Legend of Black Kat,XB,2002,Adventure,Electronic Arts,0.05,0.01,0,0,0.06
4430,Bleach: Versus Crusade,Wii,2008,Fighting,Sega,0,0,0.06,0,0.06
4431,Bionicle,XB,2003,Action,Electronic Arts,0.05,0.01,0,0,0.06
4432,Miami Vice: The Game,PSP,2006,Shooter,Activision,0.06,0,0,0,0.06
4433,Cabela's Trophy Bucks,Wii,2008,Sports,Activision,0.06,0,0,0,0.06
4434,Sprung - A Game Where Everyone Scores,DS,2004,Adventure,Ubisoft,0.06,0,0,0,0.06
4435,Another Code R: A Journey into Lost Memories,Wii,2009,Adventure,Nintendo,0,0.03,0.03,0,0.06
4436,Rayman: Hoodlum's Revenge,GBA,2005,Platform,Ubisoft,0.05,0.02,0,0,0.06
4437,F1 2001,XB,2001,Racing,Electronic Arts,0.05,0.01,0,0,0.06
4438,Pawly Pets: My Vet Practice,DS,2007,Strategy,Ubisoft,0,0.06,0,0.01,0.06
4439,Crimson Gem Saga,PSP,2008,Role-Playing,Sega,0.06,0,0,0,0.06
4440,Cel Damage,GC,2002,Racing,Electronic Arts,0.05,0.01,0,0,0.06
4441,Famicom Mini: Balloon Fight,GBA,2004,Action,Nintendo,0,0,0.06,0,0.06
4442,Seaman 2: Peking Genjin Ikusei Kit,PS2,2007,Simulation,Sega,0,0,0.06,0,0.06
4443,The Pinball of the Dead,GBA,2002,Misc,Sega,0.05,0.02,0,0,0.06
4444,Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,2004,Action,Ubisoft,0.05,0.02,0,0,0.06
4445,The King of Route 66,PS2,2003,Racing,Sega,0.03,0.02,0,0.01,0.06
4446,Robotica,SAT,1994,Shooter,Sega,0,0,0.06,0,0.06
4447,Deathrow: Underground Team Combat,XB,2002,Sports,Ubisoft,0.05,0.01,0,0,0.06
4448,Osu! Tatakae! Ouendan,DS,2005,Misc,Nintendo,0,0,0.06,0,0.06
4449,Alien Syndrome,Wii,2007,Role-Playing,Sega,0.06,0,0,0,0.06
4450,The Amazing Spider-Man 2 (2014),3DS,2014,Action,Activision,0.03,0.03,0,0,0.06
4451,Mario vs. Donkey Kong: Tipping Stars,3DS,2015,Puzzle,Nintendo,0,0,0.06,0,0.06
4452,Star Trek: Tactical Assault,DS,2006,Strategy,Ubisoft,0.05,0.01,0,0,0.06
4453,LEGO Bionicle,GBA,2001,Platform,LEGO Media,0.04,0.02,0,0,0.06
4454,Blur,PC,2010,Racing,Activision,0.01,0.04,0,0.01,0.06
4455,Generator Rex: Agent of Providence,X360,2011,Action,Activision,0.05,0.01,0,0,0.06
4456,Monster Garage,XB,2004,Strategy,Activision,0.05,0.01,0,0,0.06
4457,2 Games in 1: Sonic Pinball Party & Columns Crown,GBA,2005,Misc,Sega,0.04,0.02,0,0,0.06
4458,Monkey Island: Special Edition Collection,X360,2011,Adventure,Activision,0,0.05,0,0.01,0.06
4459,Call of Duty 2,PC,2005,Shooter,Activision,0,0.05,0,0.01,0.06
4460,SpongeBob SquarePants: Plankton's Robotic Revenge,3DS,2013,Shooter,Activision,0,0.06,0,0,0.06
4461,Devil's Third,WiiU,2015,Action,Nintendo,0.04,0.02,0,0.01,0.06
4462,DreamWorks Super Star Kartz,X360,2011,Racing,Activision,0.05,0.01,0,0,0.06
4463,Puzzler Collection,Wii,2008,Puzzle,Ubisoft,0.05,0.01,0,0,0.06
4464,Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,PS3,2012,Action,Sega,0,0,0.06,0,0.06
4465,Cold Fear,XB,2005,Action,Ubisoft,0.05,0.01,0,0,0.06
4466,Imagine: Cheerleader,DS,2009,Simulation,Ubisoft,0.06,0,0,0,0.06
4467,Shining Force Feather,DS,2009,Strategy,Sega,0,0,0.06,0,0.06
4468,Call of Cthulhu: Dark Corners of the Earth,XB,2005,Adventure,Take-Two Interactive,0.05,0.01,0,0,0.06
4469,X-Men: Destiny,DS,2011,Action,Activision,0.05,0.01,0,0,0.06
4470,Grey's Anatomy: The Video Game,Wii,2009,Adventure,Ubisoft,0.05,0.01,0,0,0.06
4471,Salt Lake 2002,GBA,2002,Sports,Ubisoft,0.04,0.02,0,0,0.06
4472,Batman: Rise of Sin Tzu,GC,2003,Action,Ubisoft,0.05,0.01,0,0,0.06
4473,World Series of Poker 2008: Battle for the Bracelets,DS,2007,Misc,Activision,0.05,0,0,0,0.06
4474,Serious Sam II,XB,2005,Shooter,Take-Two Interactive,0.05,0.01,0,0,0.06
4475,Flipnic: Ultimate Pinball,PS2,2003,Misc,Ubisoft,0.03,0.02,0,0.01,0.06
4476,Eigo de Tabisuru: Little Charo,DS,2011,Misc,Nintendo,0,0,0.06,0,0.06
4477,Cabela's Big Game Hunter (2008),X360,2007,Sports,Activision,0.06,0,0,0,0.06
4478,My Fitness Coach: Club,Wii,2011,Sports,Ubisoft,0,0.05,0,0.01,0.06
4479,CyberTiger,N64,2000,Sports,Electronic Arts,0.05,0.01,0,0,0.06
4480,S.C.A.R.S,N64,1998,Racing,Ubisoft,0.05,0.01,0,0,0.06
4481,Worms Blast,GC,2002,Puzzle,Ubisoft,0.05,0.01,0,0,0.06
4482,Destiny: The Collection,PS4,2016,Shooter,Activision,0.01,0.04,0,0.01,0.06
4483,Gun Showdown,PSP,2006,Action,Activision,0.05,0.01,0,0.01,0.06
4484,Syndicate,PC,1992,Strategy,Electronic Arts,0,0.05,0,0.01,0.06
4485,Cabela's Dangerous Hunts: Ultimate Challenge,PSP,2006,Sports,Activision,0.06,0,0,0,0.06
4486,Worldwide Soccer,SAT,1994,Sports,Sega,0,0,0.06,0,0.06
4487,Need for Speed: Shift,PC,2009,Racing,Electronic Arts,0,0.05,0,0.01,0.06
4488,Little League World Series Baseball 2008,DS,2008,Sports,Activision,0.06,0,0,0,0.06
4489,Create,PC,2010,Action,Electronic Arts,0.04,0.01,0,0.01,0.06
4490,JoJo's Bizarre Adventure: All Star Battle,3DS,2012,Fighting,Take-Two Interactive,0.06,0,0,0,0.06
4491,Record of Lodoss War: Eiyuu Sensou,SCD,1994,Role-Playing,Sega,0,0,0.06,0,0.06
4492,Imagine: Resort Owner,DS,2010,Strategy,Ubisoft,0.05,0,0,0,0.06
4493,TrackMania Turbo,XOne,2016,Action,Ubisoft,0.02,0.03,0,0,0.06
4494,FIFA Soccer 07,DS,2006,Sports,Electronic Arts,0.05,0.01,0,0,0.06
4495,Kelly Slater's Pro Surfer,GC,2002,Sports,Activision,0.05,0.01,0,0,0.06
4496,Splat Renegade Paintball,XB,2005,Sports,Take-Two Interactive,0.04,0.01,0,0,0.06
4497,Worms 3D,XB,2003,Strategy,Sega,0.04,0.01,0,0,0.06
4498,Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku,DS,2006,Misc,Nintendo,0,0,0.06,0,0.06
4499,Petz Bunnyz Bunch,DS,2011,Simulation,Ubisoft,0.05,0,0,0,0.06
4500,Captain America: Super Soldier,Wii,N/A,Action,Sega,0.05,0,0,0,0.06
4501,Call of Duty: The War Collection,X360,2010,Shooter,Activision,0.05,0,0,0,0.06
4502,The History Channel: Battle for the Pacific,X360,2007,Shooter,Activision,0.05,0,0,0,0.06
